Date,Open,High,Low,Close,Adj Close,Volume
2018-07-10,1064.949951,1074.800049,1062.500000,1073.199951,1064.202393,5475368
2018-07-11,1072.525024,1077.849976,1067.400024,1074.125000,1065.119629,2928960
2018-07-12,1076.449951,1089.925049,1076.000000,1082.974976,1073.895386,4010334
2018-07-13,1084.199951,1095.400024,1081.550049,1090.449951,1081.307739,3580594
2018-07-16,1089.699951,1095.025024,1081.875000,1084.425049,1075.333374,4508668
2018-07-17,1081.625000,1090.500000,1081.625000,1088.375000,1079.250244,3180962
2018-07-18,1093.500000,1110.000000,1086.824951,1088.099976,1078.977539,8730136
2018-07-19,1091.500000,1096.750000,1085.500000,1093.050049,1083.885986,2652388
2018-07-20,1093.050049,1101.425049,1085.550049,1094.525024,1085.348755,5003482
2018-07-23,1075.000000,1089.000000,1069.025024,1078.224976,1069.185303,8440066
2018-07-24,1073.500000,1084.500000,1073.500000,1079.875000,1070.821411,2604396
2018-07-25,1082.324951,1088.400024,1080.000000,1085.175049,1076.077148,3519308
2018-07-26,1082.500000,1101.724976,1082.500000,1096.300049,1087.108765,10640546
2018-07-27,1100.974976,1105.974976,1092.349976,1101.074951,1091.843628,5277298
2018-07-30,1099.500000,1099.500000,1079.699951,1084.949951,1075.853882,3584560
2018-07-31,1080.000000,1092.949951,1075.025024,1089.750000,1080.613647,4430472
2018-08-01,1081.400024,1087.500000,1075.849976,1079.349976,1070.300903,3035780
2018-08-02,1076.750000,1076.849976,1060.675049,1065.099976,1056.170410,4452852
2018-08-03,1066.775024,1073.525024,1057.000000,1060.824951,1051.931152,6802004
2018-08-06,1060.500000,1068.699951,1053.050049,1057.150024,1048.286987,2872316
2018-08-07,1062.500000,1067.250000,1054.000000,1065.449951,1056.517334,3714228
2018-08-08,1067.925049,1075.900024,1066.525024,1068.175049,1059.219604,4972690
2018-08-09,1071.000000,1071.000000,1047.324951,1059.250000,1050.369385,4472204
2018-08-10,1061.750000,1061.900024,1049.000000,1057.224976,1048.361328,2721470
2018-08-13,1042.000000,1051.974976,1040.000000,1045.824951,1037.056885,5027126
2018-08-14,1049.000000,1052.500000,1043.599976,1044.550049,1035.792725,2467982
2018-08-16,1041.500000,1043.349976,1033.199951,1037.849976,1029.148804,5312580
2018-08-17,1041.449951,1046.525024,1035.824951,1038.675049,1029.966919,3032664
2018-08-20,1037.500000,1053.800049,1037.500000,1048.099976,1039.312866,3905568
2018-08-21,1049.000000,1056.000000,1046.324951,1048.025024,1039.238525,3888160
2018-08-23,1052.500000,1053.500000,1038.425049,1039.949951,1031.231079,6287276
2018-08-24,1035.500000,1046.800049,1033.025024,1034.925049,1026.248413,4857314
2018-08-27,1038.500000,1044.250000,1035.125000,1040.224976,1031.503784,6287394
2018-08-28,1044.000000,1049.125000,1039.400024,1047.425049,1038.643555,4986766
2018-08-29,1046.074951,1047.025024,1036.375000,1039.250000,1030.537109,4936846
2018-08-30,1041.800049,1043.949951,1030.925049,1033.050049,1024.389160,10913730
2018-08-31,1034.599976,1039.375000,1029.125000,1030.599976,1021.959595,7885750
2018-09-03,1034.699951,1039.474976,1031.750000,1037.525024,1028.826538,3830804
2018-09-04,1038.449951,1038.974976,1024.500000,1025.900024,1017.299011,3565268
2018-09-05,1026.900024,1030.099976,1017.775024,1022.924988,1014.348938,2820754
2018-09-06,1024.500000,1029.500000,1016.299988,1026.099976,1017.497253,5201206
2018-09-07,1025.500000,1030.000000,1020.375000,1028.474976,1019.852356,2959650
2018-09-10,1027.500000,1027.500000,1012.549988,1020.575012,1012.018677,4299296
2018-09-11,1023.150024,1024.000000,997.075012,1000.200012,991.814514,9093268
2018-09-12,1000.950012,1010.674988,994.775024,1005.924988,997.491455,6123004
2018-09-14,1009.924988,1018.700012,1009.474976,1014.799988,1006.292053,5167336
2018-09-17,1010.650024,1011.474976,994.000000,996.099976,987.748840,4669110
2018-09-18,997.450012,1004.924988,990.474976,994.599976,986.261353,4662868
2018-09-19,997.424988,999.000000,978.250000,980.674988,972.453186,8356132
2018-09-21,986.950012,999.924988,955.099976,985.125000,976.865845,11305074
2018-09-24,983.625000,986.099976,957.500000,962.849976,954.777588,6695396
2018-09-25,962.849976,981.000000,957.500000,976.200012,968.015686,8341276
2018-09-26,981.474976,989.000000,977.650024,984.099976,975.849426,7363362
2018-09-27,984.700012,993.000000,977.575012,988.075012,979.791138,9176104
2018-09-28,990.325012,1007.724976,988.575012,1003.025024,994.615845,7230358
2018-10-01,1004.900024,1021.000000,998.900024,1017.724976,1009.192505,6224794
2018-10-03,1015.224976,1026.099976,1003.500000,1015.575012,1007.060608,7666074
2018-10-04,1004.000000,1008.900024,971.500000,978.875000,970.668274,8985292
2018-10-05,976.974976,995.000000,970.075012,982.650024,974.411621,7864590
2018-10-08,982.500000,984.500000,965.000000,972.500000,964.346680,10064010
2018-10-09,972.200012,982.500000,965.000000,970.299988,962.165161,6229682
2018-10-10,972.500000,991.125000,967.750000,983.575012,975.328857,7969966
2018-10-11,962.500000,974.150024,958.799988,968.775024,960.652954,7179952
2018-10-12,972.500000,998.549988,971.000000,990.924988,982.617188,4800160
2018-10-15,995.000000,1005.400024,985.150024,1004.025024,995.607422,6292984
2018-10-16,1001.500000,1009.099976,993.750000,996.375000,988.021545,4703002
2018-10-17,1003.049988,1006.500000,981.750000,987.299988,979.022583,3970398
2018-10-19,979.450012,990.424988,979.000000,983.875000,975.626343,4933674
2018-10-22,1007.000000,1010.000000,994.299988,999.450012,991.070801,10165580
2018-10-23,986.500000,999.450012,986.500000,992.424988,984.104675,9714282
2018-10-24,1002.000000,1004.400024,986.299988,996.125000,987.773621,9036168
2018-10-25,986.799988,1001.799988,981.224976,984.400024,976.146973,14923528
2018-10-26,984.400024,988.599976,974.500000,980.599976,972.378723,7577856
2018-10-29,982.049988,982.474976,947.599976,963.150024,955.075073,8522140
2018-10-30,962.500000,966.000000,949.650024,956.375000,948.356873,6914352
2018-10-31,951.025024,958.950012,942.500000,955.875000,947.861084,11724702
2018-11-01,965.000000,965.000000,948.000000,956.099976,948.084167,9814526
2018-11-02,963.000000,980.000000,956.000000,974.724976,966.553040,15046434
2018-11-05,974.950012,979.825012,969.000000,978.000000,969.800537,2852648
2018-11-06,977.500000,988.000000,971.474976,973.275024,965.115234,4242794
2018-11-07,980.500000,982.474976,975.000000,978.974976,970.767395,479380
2018-11-09,979.099976,979.950012,968.150024,972.700012,964.545044,5050810
2018-11-12,975.750000,981.000000,958.575012,960.525024,952.472107,3953882
2018-11-13,959.500000,968.849976,954.099976,963.875000,955.794006,6675210
2018-11-14,969.275024,980.000000,968.299988,978.875000,970.668274,13055318
2018-11-15,980.950012,988.650024,965.599976,987.575012,979.295288,5196262
2018-11-16,990.500000,1006.500000,990.000000,1002.150024,993.748108,7906608
2018-11-19,1005.500000,1010.500000,1000.950012,1006.950012,998.507935,6143214
2018-11-20,1006.500000,1009.799988,999.525024,1006.224976,997.788940,2852584
2018-11-21,1006.375000,1011.974976,1002.000000,1009.375000,1000.912537,3272802
2018-11-22,1006.625000,1017.500000,1000.075012,1002.750000,994.343079,6487276
2018-11-26,1006.950012,1026.000000,1006.025024,1024.900024,1016.307434,9092218
2018-11-27,1020.525024,1033.949951,1020.375000,1032.000000,1023.347900,6447720
2018-11-28,1032.500000,1049.300049,1030.050049,1044.625000,1035.867065,6510554
2018-11-29,1050.500000,1068.699951,1047.000000,1065.525024,1056.591797,15954318
2018-11-30,1065.000000,1068.775024,1055.000000,1064.224976,1055.302612,6520462
2018-12-03,1065.500000,1071.000000,1053.449951,1056.650024,1047.791138,5399928
2018-12-04,1052.699951,1055.500000,1039.300049,1042.775024,1034.032471,4078710
2018-12-05,1039.000000,1052.650024,1037.974976,1049.599976,1040.800293,5899422
2018-12-06,1044.849976,1050.824951,1042.500000,1048.525024,1039.734253,5865126
2018-12-07,1053.349976,1059.000000,1040.150024,1053.800049,1044.965210,4951960
2018-12-10,1032.949951,1052.400024,1032.949951,1044.375000,1035.619019,5457528
2018-12-11,1028.000000,1035.650024,1016.000000,1029.775024,1021.141541,9452890
2018-12-12,1033.474976,1044.900024,1030.050049,1042.650024,1033.908569,5685244
2018-12-13,1047.500000,1062.500000,1045.650024,1050.650024,1041.841553,3532118
2018-12-14,1052.449951,1059.000000,1044.025024,1047.849976,1039.064941,3079142
2018-12-17,1052.000000,1066.300049,1049.500000,1065.099976,1056.170410,4218662
2018-12-18,1062.000000,1069.500000,1051.300049,1067.724976,1058.773315,3706984
2018-12-19,1066.550049,1079.699951,1056.775024,1061.724976,1052.823730,4504948
2018-12-20,1056.275024,1070.224976,1051.324951,1068.724976,1059.764893,3990238
2018-12-21,1067.000000,1074.550049,1054.525024,1055.574951,1046.725220,5110154
2018-12-24,1052.000000,1052.000000,1038.675049,1040.324951,1031.602905,2800744
2018-12-26,1038.500000,1063.500000,1034.500000,1061.175049,1052.278198,3800958
2018-12-27,1066.500000,1069.099976,1049.224976,1052.525024,1043.700806,5819934
2018-12-28,1058.675049,1068.875000,1057.750000,1061.449951,1052.550903,4707806
2018-12-31,1068.500000,1068.500000,1058.349976,1060.849976,1051.955933,2933264
2019-01-01,1063.824951,1075.500000,1052.800049,1074.050049,1065.045410,3186720
2019-01-02,1071.400024,1073.750000,1059.849976,1064.250000,1055.327515,4067116
2019-01-03,1062.099976,1064.125000,1051.500000,1055.900024,1047.047485,6385832
2019-01-04,1057.625000,1064.250000,1055.175049,1058.724976,1049.848755,3643560
2019-01-07,1063.849976,1067.675049,1059.000000,1060.324951,1051.435303,2693506
2019-01-08,1061.000000,1061.750000,1048.324951,1051.500000,1042.684326,4171730
2019-01-09,1059.000000,1060.675049,1051.300049,1058.400024,1049.526611,4284314
2019-01-10,1058.500000,1061.900024,1046.324951,1054.250000,1045.411377,3845770
2019-01-11,1056.900024,1062.000000,1054.000000,1055.949951,1047.097046,3204020
2019-01-14,1054.949951,1054.949951,1049.224976,1050.824951,1042.015015,2427580
2019-01-15,1052.525024,1063.250000,1051.000000,1060.949951,1052.055176,2543778
2019-01-16,1060.025024,1062.500000,1054.125000,1060.099976,1051.212280,2626226
2019-01-17,1062.625000,1067.949951,1056.675049,1066.150024,1057.211670,4120114
2019-01-18,1067.500000,1069.500000,1057.275024,1065.125000,1056.195068,2603988
2019-01-21,1069.974976,1083.250000,1063.250000,1074.074951,1065.070068,8780756
2019-01-22,1073.000000,1073.400024,1064.525024,1067.925049,1058.971680,4398488
2019-01-23,1067.000000,1067.925049,1050.724976,1052.699951,1043.874268,3812144
2019-01-24,1055.000000,1060.824951,1048.949951,1051.125000,1042.312500,5055786
2019-01-25,1046.500000,1055.000000,1045.000000,1048.000000,1039.213745,5631118
2019-01-28,1045.000000,1051.025024,1038.375000,1042.074951,1033.338379,7680218
2019-01-29,1039.125000,1041.500000,1026.500000,1028.800049,1020.174744,7381394
2019-01-30,1028.625000,1028.625000,1014.000000,1017.349976,1008.820679,9257080
2019-01-31,1015.500000,1044.875000,1011.000000,1039.974976,1031.255981,8289702
2019-02-01,1039.974976,1058.500000,1038.300049,1045.224976,1036.461914,7827094
2019-02-04,1047.500000,1056.500000,1041.324951,1052.449951,1043.626343,3969144
2019-02-05,1054.000000,1059.500000,1048.500000,1057.025024,1048.163086,4345144
2019-02-06,1058.125000,1063.500000,1056.800049,1061.324951,1052.427002,5437842
2019-02-07,1062.525024,1065.000000,1052.925049,1058.625000,1049.749634,3608654
2019-02-08,1056.000000,1072.474976,1053.324951,1061.324951,1052.427002,6117822
2019-02-11,1056.650024,1071.449951,1056.650024,1069.824951,1060.855713,3518182
2019-02-12,1069.000000,1074.000000,1062.400024,1064.849976,1055.922363,4886194
2019-02-14,1070.000000,1070.000000,1052.800049,1055.099976,1046.254150,3720694
2019-02-15,1053.675049,1054.050049,1039.099976,1050.324951,1041.519165,4208262
2019-02-18,1053.400024,1059.000000,1043.000000,1044.949951,1036.189209,3569372
2019-02-19,1044.849976,1054.074951,1039.099976,1042.025024,1033.288818,2634318
2019-02-20,1044.250000,1055.500000,1040.949951,1054.175049,1045.337036,2446250
2019-02-21,1050.849976,1059.974976,1046.800049,1057.949951,1049.080322,2630772
2019-02-22,1059.699951,1064.050049,1044.550049,1045.724976,1036.957764,4445354
2019-02-25,1047.574951,1064.974976,1047.574951,1062.699951,1053.790405,4070298
2019-02-26,1055.625000,1062.500000,1050.550049,1055.324951,1046.477173,4803714
2019-02-27,1058.050049,1062.224976,1044.074951,1046.125000,1037.354492,3515046
2019-02-28,1046.550049,1052.925049,1036.599976,1038.775024,1030.066040,5822688
2019-03-01,1043.125000,1050.449951,1038.500000,1041.675049,1032.941772,4676464
2019-03-05,1044.449951,1055.550049,1035.000000,1053.550049,1044.717163,5918638
2019-03-06,1055.000000,1055.150024,1045.275024,1052.125000,1043.304077,4229022
2019-03-07,1054.800049,1065.000000,1047.500000,1063.250000,1054.335815,5102426
2019-03-08,1057.525024,1065.000000,1054.724976,1064.099976,1055.178711,3526730
2019-03-11,1066.000000,1071.849976,1061.099976,1064.224976,1055.302612,4612054
2019-03-12,1073.500000,1087.500000,1068.500000,1085.500000,1076.399292,7548646
2019-03-13,1087.500000,1117.000000,1086.050049,1113.275024,1103.941528,28583174
2019-03-14,1122.425049,1123.750000,1105.300049,1112.375000,1103.049072,7689932
2019-03-15,1115.500000,1129.949951,1114.025024,1126.500000,1117.055664,6381544
2019-03-18,1130.949951,1145.824951,1123.500000,1130.724976,1121.245117,7179360
2019-03-19,1134.750000,1137.949951,1125.500000,1133.875000,1124.368774,5978996
2019-03-20,1134.500000,1150.000000,1130.525024,1149.500000,1139.862793,5855996
2019-03-22,1150.000000,1153.500000,1135.400024,1138.074951,1128.533447,15201940
2019-03-25,1130.000000,1143.925049,1126.500000,1140.650024,1131.087036,4599630
2019-03-26,1137.949951,1157.500000,1136.300049,1155.675049,1145.985962,5893424
2019-03-27,1159.275024,1164.025024,1139.525024,1149.724976,1140.085938,6942650
2019-03-28,1149.400024,1162.500000,1143.925049,1151.400024,1141.746826,9777164
