Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,570.500000,574.775024,560.650024,568.575012,516.459229,8072702
2018-04-03,567.349976,571.775024,564.049988,570.224976,517.957886,4077168
2018-04-04,572.000000,572.275024,560.000000,562.099976,510.577576,4813302
2018-04-05,569.775024,575.650024,564.549988,573.775024,521.182556,7763544
2018-04-06,571.500000,573.000000,561.049988,563.500000,511.849365,5937742
2018-04-09,562.500000,562.900024,553.275024,555.625000,504.696136,7202882
2018-04-10,556.000000,562.250000,552.700012,556.700012,505.672577,8926058
2018-04-11,559.000000,565.750000,558.250000,562.125000,510.600403,9025574
2018-04-12,564.724976,586.375000,562.500000,581.299988,528.017944,17044366
2018-04-13,587.000000,592.950012,575.125000,585.724976,532.037231,21227038
2018-04-16,551.000000,570.000000,551.000000,566.599976,514.665161,24745084
2018-04-17,563.500000,563.700012,557.500000,562.599976,511.031860,10397940
2018-04-18,561.424988,567.375000,556.924988,562.974976,511.372528,10430380
2018-04-19,562.000000,569.900024,561.549988,566.424988,514.506226,8525542
2018-04-20,569.500000,596.849976,568.474976,589.224976,535.216431,24272692
2018-04-23,584.000000,607.200012,577.625000,593.849976,539.417419,21830638
2018-04-24,592.500000,598.200012,575.049988,577.250000,524.339050,8526216
2018-04-25,576.000000,585.500000,572.599976,580.174988,526.995911,11594178
2018-04-26,587.000000,590.825012,580.000000,588.224976,534.308105,11302084
2018-04-27,590.000000,595.799988,587.099976,592.599976,538.282043,7663370
2018-04-30,590.849976,603.974976,590.325012,599.750000,544.776672,5511678
2018-05-02,599.450012,600.799988,590.500000,598.525024,543.664001,10295042
2018-05-03,598.625000,602.349976,588.049988,591.275024,537.078552,5332230
2018-05-04,592.500000,593.000000,577.500000,586.549988,532.786499,6023368
2018-05-07,590.625000,595.000000,587.750000,591.500000,537.282898,4638960
2018-05-08,588.950012,588.950012,580.525024,582.775024,529.357666,5718556
2018-05-09,583.750000,588.450012,581.500000,585.349976,531.696533,3783504
2018-05-10,588.000000,591.500000,581.424988,584.000000,530.470337,3182862
2018-05-11,586.150024,591.599976,583.025024,590.375000,536.260986,3311706
2018-05-14,592.174988,595.750000,585.000000,594.650024,540.144226,4432094
2018-05-15,594.049988,604.000000,594.049988,597.275024,542.528564,5611974
2018-05-16,593.625000,599.000000,592.250000,594.974976,540.439331,6205004
2018-05-17,598.000000,598.724976,586.775024,591.450012,537.237427,9519598
2018-05-18,591.500000,593.275024,586.500000,591.599976,537.373779,7139660
2018-05-21,589.775024,594.200012,585.000000,589.750000,535.693298,8475320
2018-05-22,587.500000,599.000000,586.950012,596.924988,542.210571,5636804
2018-05-23,597.500000,603.825012,590.750000,592.450012,538.145813,9538442
2018-05-24,599.000000,613.775024,599.000000,610.500000,554.541382,9740570
2018-05-25,615.049988,624.325012,610.400024,614.150024,557.856812,8901438
2018-05-28,615.500000,616.299988,603.000000,607.200012,551.543823,5739794
2018-05-29,607.025024,613.275024,603.099976,608.349976,552.588440,3388934
2018-05-30,608.500000,614.375000,602.799988,605.849976,550.317505,6323066
2018-05-31,605.849976,621.000000,605.125000,615.900024,559.446350,19720340
2018-06-01,615.200012,623.125000,608.599976,610.400024,554.450500,4998356
2018-06-04,610.549988,621.500000,606.000000,619.700012,562.898071,4270156
2018-06-05,621.000000,621.000000,608.500000,610.424988,554.473145,4710862
2018-06-06,612.599976,620.775024,610.025024,618.724976,562.012329,4038184
2018-06-07,619.000000,629.000000,619.000000,626.224976,568.825012,6676226
2018-06-08,624.000000,631.000000,623.025024,630.025024,572.276672,6459878
2018-06-11,632.775024,635.000000,627.525024,631.200012,573.343872,5171290
2018-06-12,632.875000,635.625000,625.224976,629.250000,571.572571,7839820
2018-06-13,633.400024,642.000000,633.400024,637.400024,578.975647,5766928
2018-06-14,626.500000,626.500000,617.049988,619.849976,567.485779,7598848
2018-06-15,618.500000,645.750000,617.500000,640.625000,586.505798,19957760
2018-06-18,642.000000,645.625000,631.174988,633.700012,580.165833,8214846
2018-06-19,631.500000,631.700012,619.025024,620.799988,568.355469,7545700
2018-06-20,624.250000,626.174988,619.000000,621.575012,569.065186,5371802
2018-06-21,622.974976,628.250000,618.000000,623.275024,570.621521,5798790
2018-06-22,621.500000,627.750000,620.599976,623.924988,571.216614,4343118
2018-06-25,628.575012,639.400024,627.000000,636.224976,582.477478,7731178
2018-06-26,634.500000,641.950012,633.125000,638.924988,584.949402,4483504
2018-06-27,641.974976,646.724976,632.799988,635.000000,581.356018,6952142
2018-06-28,638.150024,649.000000,638.125000,644.799988,590.328125,10996818
2018-06-29,649.025024,657.500000,641.625000,653.599976,598.384705,9966600
